expo,gauss
1.558,-1.284
0.909,-0.556
1.433,1.124
0.158,1.769
0.24,0.966
0.17,0.941
0.013,-2.265
0.091,0.993
0.98,-1.133
1.514,-0.468
0.569,0.256
1.333,1.217
2.362,-0.257
0.009,-0.002
0.786,0.746
0.018,0.234
0.331,-0.813
0.646,1.234
0.952,0.802
0.734,-0.531
1.474,-0.41
0.22,-0.535
0.698,1.198
1.036,-0.565
1.416,-1.066
1.078,1.56
0.104,-0.717
0.529,0.251
3.457,0.002
2.77,0.487
0.102,-0.677
0.688,1.533
0.325,-1.632
1.543,-0.861
0.653,-0.754
0.761,2.336
0.187,1.246
0.494,-0.743
0.186,-0.582
2.131,0.497
2.413,0.964
1.539,1.803
0.619,-0.666
0.529,0.545
0.869,-0.277
2.073,0.048
1.456,-0.151
3.366,-1.113
0.752,-0.006
1.162,-0.402
0.243,0.766
1.403,-0.896
0.073,0.476
0.399,0.352
0.05,-1.684
1.209,1.605
4.476,1.485
3.822,-0.268
2.337,0.773
1.539,1.453
0.962,0.569
0.036,-0.284
0.983,-0.024
0.66,2.192
0.781,2.294
0.091,-0.42
0.693,-1.124
0.204,0.112
0.775,0.553
1.91,0.382
1.866,-1.666
0.517,1.222
1.967,1.461
0.083,-2.073
0.178,-0.231
0.127,0.055
0.036,0.238
0.79,0.147
0.629,-0.35
0.314,-0.791
0.694,-0.897
0.67,0.063
3.195,-0.654
1.505,0.496
0.049,-1.005
0.518,-0.307
0.193,1.596
0.709,1.113
0.981,0.609
1.59,0.583
1.332,0.708
0.223,-0.338
2.225,0.663
0.448,0.209
1.547,-0.597
3.223,-1.107
0.757,0.374
0.855,-0.043
1.443,-1.352
0.118,-0.97
2.525,0.362
0.185,1.74
0.492,1.027
2.523,0.123
0.05,-1.47
0.104,0.128
1.724,0.187
0.492,1.69
0.054,-0.778
1.108,0.642
0.068,0.261
1.459,-0.551
0.433,0.12
0.482,-0.711
0.579,0.538
1.766,0.046
1.718,-0.432
4.174,0.713
0.226,-0.73
0.547,-1.164
0.142,1.029
0.403,-0.355
0.774,-0.002
0.716,0.806
0.487,-0.587
2.396,0.268
2.682,0.535
2.592,-2.068
0.659,-0.767
0.154,-0.899
2.145,-1.241
